BayesSpace,BASS,BANKSY,SCAN-IT,CCST,STAGATE,GraphST,SEDR,STINR,SIGHT,ground_truth
1,2,9,7,3,5,0,4,5,5,MPA
2,2,1,4,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
4,2,1,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
3,2,4,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,7,1,7,3,5,0,4,5,5,MPA
1,2,1,7,3,5,0,4,5,5,MPA
4,2,1,7,3,5,0,4,5,5,MPA
1,2,4,7,3,5,0,4,5,5,MPA
4,2,9,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
5,2,1,7,3,5,0,4,5,5,MPA
1,2,4,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
5,2,1,7,3,5,0,4,5,5,MPA
7,7,7,7,3,5,0,4,5,5,MPA
7,7,7,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
3,7,4,7,3,5,1,4,5,5,MPA
3,7,4,7,0,2,1,4,5,5,MPA
3,2,4,7,3,5,0,4,5,5,MPA
1,7,4,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,3,7,3,5,0,4,5,5,MPA
1,7,4,7,0,2,1,4,5,5,MPA
6,2,8,7,3,5,0,4,5,5,MPA
1,2,4,4,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
6,2,8,7,3,5,0,4,5,5,MPA
7,7,7,7,3,5,0,4,5,5,MPA
4,2,3,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,1,4,5,5,MPA
5,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
3,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
2,2,1,7,3,5,0,4,5,5,MPA
6,7,8,7,0,5,1,4,5,5,MPA
3,7,4,4,3,5,1,4,5,5,MPA
1,7,4,4,3,2,1,4,5,5,MPA
4,7,3,4,3,2,1,4,5,5,MPA
3,7,0,4,3,2,1,4,5,5,MPA
3,7,4,4,3,5,1,4,5,5,MPA
1,7,4,4,3,2,1,4,5,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
2,7,1,4,3,2,1,4,5,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
2,7,1,4,3,2,1,4,5,5,MPA
4,7,3,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,5,5,MPA
4,7,3,4,3,2,1,4,5,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
1,7,4,4,3,5,1,4,5,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
7,7,7,7,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,3,5,1,4,5,5,MPA
2,7,1,4,0,2,1,4,5,5,MPA
6,7,8,4,0,2,1,4,5,5,MPA
4,7,3,4,0,2,1,4,5,5,MPA
2,7,4,4,0,2,1,4,5,5,MPA
0,7,4,4,0,2,1,4,5,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
6,7,8,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,5,5,MPA
2,7,1,4,0,2,1,4,5,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
2,7,1,4,0,2,1,4,5,5,MPA
7,7,7,4,0,2,1,4,5,5,MPA
3,7,4,4,3,2,1,4,5,5,MPA
3,7,4,4,3,5,1,4,5,5,MPA
3,7,4,4,3,2,1,4,5,5,MPA
2,7,1,7,3,2,1,4,5,5,MPA
4,7,3,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
2,7,1,4,3,2,1,4,5,5,MPA
3,7,4,4,3,5,1,4,5,5,MPA
2,7,1,4,3,5,1,4,5,5,MPA
1,7,4,7,3,2,1,4,5,5,MPA
0,7,4,4,3,2,1,4,5,5,MPA
7,7,7,7,3,5,1,4,5,5,MPA
2,7,1,4,3,5,1,4,5,5,MPA
1,7,9,4,0,2,1,4,5,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
7,7,7,4,3,2,1,4,5,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,5,5,MPA
3,7,4,4,3,2,1,4,5,5,MPA
0,7,4,4,3,2,1,4,5,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
1,7,4,4,0,2,1,4,5,5,MPA
0,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,5,5,MPA
7,7,7,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
2,7,1,7,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
3,7,2,7,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
3,7,4,7,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
1,7,2,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
6,7,8,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,0,1,5,MPA
1,0,2,4,0,2,1,4,1,5,MPA
1,7,2,4,0,2,1,2,1,4,MPA
4,7,3,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
1,6,2,4,0,2,1,4,1,5,MPA
4,7,3,4,0,2,1,4,1,5,MPA
6,7,8,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
1,6,2,4,0,0,1,4,1,4,MPN
3,7,2,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
7,7,7,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,4,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,4,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
3,7,4,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
1,7,4,4,0,2,1,4,1,5,MPA
7,7,7,4,0,2,4,4,1,5,MPA
3,7,4,4,0,2,4,4,1,5,MPA
7,7,7,7,0,2,4,4,1,5,MPA
1,7,4,4,0,2,4,4,1,5,MPA
3,7,4,4,5,2,1,4,1,5,MPA
7,7,7,4,5,2,1,4,1,5,MPA
3,7,4,7,0,2,4,4,1,5,MPA
1,7,4,4,0,2,4,4,1,5,MPA
4,7,3,4,5,2,1,4,1,5,MPA
4,7,3,4,0,2,4,4,1,5,MPA
4,7,3,4,0,2,4,4,1,5,MPA
2,7,1,4,0,2,1,4,1,5,MPA
2,7,1,4,0,2,4,4,1,5,MPA
3,7,2,4,0,2,4,4,1,5,MPA
3,7,9,4,0,2,4,4,1,5,MPA
1,7,4,4,0,2,4,4,1,5,MPA
7,7,7,4,0,2,4,4,1,5,MPA
6,7,8,4,0,2,4,4,1,5,MPA
2,7,1,4,5,2,4,4,1,5,MPA
1,7,4,4,0,2,4,4,1,5,MPA
3,7,2,4,0,2,1,4,1,5,MPA
