BayesSpace,BASS,BANKSY,SCAN-IT,CCST,STAGATE,GraphST,SEDR,STINR,SIGHT,ground_truth
5,5,4,1,6,3,1,1,7,4,MPA
0,5,1,1,6,3,1,1,7,4,MPA
0,5,0,1,6,3,1,1,6,4,MPA
7,5,0,1,6,3,1,1,7,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
2,5,3,1,6,3,1,1,7,4,MPA
7,5,1,1,6,3,1,1,7,4,MPA
5,5,4,1,6,3,1,1,6,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
4,4,8,3,6,3,1,2,6,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
2,4,3,1,6,3,1,5,6,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
5,4,4,3,6,3,1,2,6,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
2,4,3,1,6,3,1,5,6,4,MPA
7,5,9,4,6,3,1,1,7,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
5,5,4,7,6,3,1,2,7,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
5,4,4,7,6,3,1,2,6,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
5,4,4,7,6,3,1,2,6,4,MPA
4,5,8,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
0,5,1,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
2,5,3,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
0,5,1,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
4,5,8,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
2,5,3,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
5,5,4,4,6,3,1,1,7,4,MPA
1,5,7,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
0,5,1,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
3,4,3,3,6,3,1,5,6,4,MPA
5,4,4,3,6,3,1,2,6,4,MPA
2,5,3,1,6,3,1,1,7,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
1,4,7,7,6,3,1,2,6,4,MPA
0,5,2,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
7,5,1,4,6,3,1,1,7,4,MPA
2,4,3,3,6,3,1,5,6,4,MPA
5,4,4,1,6,3,1,2,6,4,MPA
5,5,4,0,6,3,1,1,7,4,MPA
0,5,2,4,6,3,3,1,7,4,MPA
0,5,2,0,6,3,1,1,7,4,MPA
2,5,3,4,6,3,3,1,7,4,MPA
0,5,1,4,6,3,3,1,7,4,MPA
7,5,1,4,6,3,3,1,7,4,MPA
