BayesSpace,BASS,BANKSY,SCAN-IT,CCST,STAGATE,GraphST,SEDR,STINR,SIGHT,ground_truth
7,6,3,4,2,3,0,0,6,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
7,6,3,4,2,3,0,0,1,5,MPA
7,6,3,4,2,3,0,0,1,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
2,6,4,4,2,3,0,5,4,5,MPA
0,6,0,4,2,6,0,5,4,5,MPA
3,6,1,4,2,6,0,0,4,5,MPA
3,6,1,4,2,6,0,5,4,5,MPA
2,6,4,4,2,3,0,5,4,5,MPA
4,6,7,4,2,3,0,7,6,5,MPA
0,7,1,4,2,3,0,5,4,5,MPA
6,6,8,4,2,3,0,5,4,5,MPA
3,6,1,4,2,3,0,5,4,5,MPA
3,7,9,4,2,3,0,5,4,5,MPA
7,7,3,4,2,3,0,0,4,5,MPA
2,7,4,4,2,6,0,7,6,5,MPA
2,7,4,4,2,3,0,5,4,5,MPA
5,7,4,4,2,6,0,7,0,5,MPA
0,7,1,4,2,6,0,1,0,5,MPA
3,7,4,4,2,6,0,7,0,5,MPA
4,7,7,4,2,6,0,7,0,5,MPA
2,7,4,4,2,6,0,7,0,5,MPA
2,7,4,4,2,3,0,1,0,5,MPA
2,7,4,7,2,6,0,7,0,5,MPA
4,7,7,4,2,3,0,1,0,5,MPA
2,7,4,4,2,6,0,7,0,5,MPA
7,7,3,4,2,3,0,0,0,5,MPA
3,7,3,7,2,6,0,7,0,4,MPA
0,6,1,4,2,6,0,1,1,5,MPA
3,6,1,4,2,6,0,5,1,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
0,7,0,4,2,3,0,5,4,5,MPA
7,7,3,4,2,3,0,0,4,5,MPA
2,7,4,4,2,6,0,7,6,5,MPA
0,7,1,4,2,6,0,1,0,5,MPA
7,7,3,7,2,6,0,7,0,4,MPA
2,7,4,4,2,6,0,1,0,5,MPA
2,6,4,4,2,3,0,5,4,5,MPA
4,7,7,4,2,6,0,7,0,5,MPA
0,7,1,4,2,3,0,5,4,5,MPA
0,7,1,4,2,6,0,1,0,5,MPA
2,7,4,4,2,3,0,1,4,5,MPA
6,6,8,4,2,3,0,1,6,5,MPA
0,7,1,4,2,3,0,5,4,5,MPA
7,7,3,4,2,3,0,0,4,5,MPA
4,7,7,7,2,6,0,7,0,4,MPA
3,6,10,4,2,3,0,0,4,5,MPA
2,6,4,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
0,6,3,4,2,3,0,0,4,5,MPA
4,6,7,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
7,6,3,4,2,3,0,0,4,5,MPA
0,6,0,4,2,3,0,2,4,5,MPA
0,6,9,4,2,3,0,5,4,5,MPA
4,6,7,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
2,6,1,4,2,3,0,1,4,5,MPA
2,6,4,4,2,3,0,1,4,5,MPA
6,6,8,4,2,3,0,1,4,5,MPA
6,6,8,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,3,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
1,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
4,6,7,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
4,6,7,4,2,3,0,1,4,5,MPA
7,6,3,4,2,3,0,0,4,5,MPA
3,6,1,4,2,3,0,3,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
7,6,3,4,2,3,0,0,4,5,MPA
0,3,1,4,2,3,0,1,4,5,MPA
0,3,1,4,2,3,0,1,4,5,MPA
4,6,7,4,2,3,0,1,3,5,MPA
4,6,7,4,2,3,0,1,3,5,MPA
7,6,3,4,2,3,0,0,4,5,MPA
0,6,0,4,2,3,0,5,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
2,3,4,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
0,6,1,4,2,3,0,5,4,5,MPA
3,6,9,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
4,6,7,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,4,5,MPA
0,6,1,4,2,3,0,1,4,5,MPA
3,6,1,4,2,3,0,1,3,5,MPA
