BayesSpace,BASS,BANKSY,SCAN-IT,CCST,STAGATE,GraphST,SEDR,STINR,SIGHT,ground_truth
2,0,4,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
6,0,7,4,5,2,0,1,2,2,MPA
0,0,1,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
7,0,8,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
5,0,3,1,5,2,0,4,2,2,MPA
0,0,1,4,5,2,0,4,2,2,MPA
1,0,1,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
2,0,4,1,5,2,0,4,2,2,MPA
0,0,1,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
7,0,8,4,5,2,0,4,2,2,MPA
5,0,3,4,5,2,0,4,2,2,MPA
1,0,1,4,5,2,0,4,2,2,MPA
2,0,4,1,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
5,0,3,1,5,2,0,4,2,2,MPA
7,0,8,1,5,1,0,4,4,2,MPA
5,0,3,1,5,2,0,4,2,2,MPA
5,0,3,1,5,2,0,4,2,2,MPA
7,0,8,4,5,2,0,4,2,2,MPA
0,0,1,1,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
2,0,4,1,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
0,0,1,4,5,2,0,4,2,2,MPA
6,0,7,1,5,2,0,4,2,2,MPA
5,0,3,1,5,2,0,4,2,2,MPA
1,0,10,4,5,2,0,4,2,2,MPA
2,0,4,4,5,2,0,4,2,2,MPA
1,0,10,4,5,2,0,4,2,2,MPA
1,0,1,4,5,2,0,4,2,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
5,0,3,4,5,1,0,4,2,2,MPA
5,0,3,4,5,1,0,4,2,2,MPA
5,0,3,1,5,1,0,4,2,2,MPA
5,0,3,4,5,1,0,4,2,2,MPA
5,0,3,1,5,1,0,4,4,2,MPA
2,0,4,4,5,1,0,4,2,2,MPA
5,0,3,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
0,0,1,4,5,1,0,4,2,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
0,0,0,4,5,1,0,4,2,2,MPA
6,0,7,4,5,1,0,1,2,2,MPA
2,0,4,1,5,1,0,4,4,2,MPA
0,4,10,1,5,1,0,4,4,2,MPA
1,0,1,4,5,1,0,4,2,2,MPA
2,0,4,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,0,1,4,5,1,0,4,2,2,MPA
7,4,8,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
6,0,7,1,5,1,0,1,2,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
6,4,7,1,5,1,0,4,4,2,MPA
6,4,7,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
2,0,4,1,5,1,0,4,4,2,MPA
1,4,2,1,5,1,0,4,4,2,MPA
5,0,3,1,5,1,0,4,2,2,MPA
2,4,1,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
7,4,8,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
6,4,7,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
6,0,7,4,5,1,0,4,2,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
1,0,1,1,5,1,0,4,2,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
1,4,2,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
5,0,3,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
6,4,7,1,5,1,0,1,4,2,MPA
6,0,7,1,5,1,0,1,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,0,1,1,5,1,0,4,2,2,MPA
6,4,7,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
7,4,8,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
6,4,7,1,5,1,0,1,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
1,4,2,1,5,1,0,4,4,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
0,4,1,1,5,1,0,4,4,2,MPA
5,4,3,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,3,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
1,4,1,1,5,1,0,4,4,2,MPA
2,4,4,1,5,1,0,4,4,2,MPA
